id	description	condition	B1_G1	B1_S	B1_G2	B2_G1	B2_S	B2_G2	B3_S	B3_G1	B3_G2	Mix	sumUniPeps	sumPSMs	countNum
O95433	Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens OX=9606 GN=AHSA1 PE=1 SV=1	52C.2	929.2	1052.2	1101.9	1055.3	1185.8	1112.1	1366.9	1060.5	1232.4	5498.8	16	25	18
O14561	Acyl carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFAB1 PE=1 SV=3	52C.2	1960	1763	2380.3	2333.9	1955.1	2312.1	1604.7	2177.1	2099.1	1715.9	3	27	6
A8MXV4	Acyl-coenzyme A diphosphatase NUDT19 OS=Homo sapiens OX=9606 GN=NUDT19 PE=1 SV=1	52C.2	254.1	219	294.7	295.7	245	313.3	240.2	306.4	291.7	401.4	5	6	4
O75608	Acyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=LYPLA1 PE=1 SV=1	52C.2	1055.1	876.1	1214.1	1209.6	894.9	1165.4	859.7	1257.3	1241.2	818	7	23	8
O95372	Acyl-protein thioesterase 2 OS=Homo sapiens OX=9606 GN=LYPLA2 PE=1 SV=1	52C.2	1162.5	1011.7	1279.7	1307.6	1057.7	1309.5	1026.1	1327.5	1370.7	1252.4	8	21	10
P13798	Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=4	52C.2	2199.9	1784	2486.3	2446.8	1860	2390.1	1672.9	2516.2	2580.9	1809.9	20	49	21
P07311	Acylphosphatase-1 OS=Homo sapiens OX=9606 GN=ACYP1 PE=1 SV=2	52C.2	555.9	447.6	650.5	641.8	498.8	615.1	444.3	595.9	640.8	510	6	11	6
P07741	Adenine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=APRT PE=1 SV=2	52C.2	1746.1	1465.6	1933.7	1908.5	1438.1	1873.2	1345.9	1925	2067.8	1527.6	12	46	13
P25054	Adenomatous polyposis coli protein OS=Homo sapiens OX=9606 GN=APC PE=1 SV=2	52C.2	426.5	367.6	502.6	417.6	302.2	466.1	281.7	436.9	494.2	492.5	9	11	8
P00813	Adenosine deaminase OS=Homo sapiens OX=9606 GN=ADA PE=1 SV=3	52C.2	1954.4	1551.7	2193.2	2150.4	1575.5	2021.4	1411.8	1979.3	2271.2	1498.2	15	30	18
P00568	Adenylate kinase isoenzyme 1 OS=Homo sapiens OX=9606 GN=AK1 PE=1 SV=3	52C.2	519.7	454.4	526.3	483.5	459	492.4	498.3	496	552	1432	10	14	10
P18085	ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=3	52C.2	348.3	324.2	422.4	393.2	330.5	471.8	373.5	385	487	568.3	5	30	5
P12235	ADP/ATP translocase 1 OS=Homo sapiens OX=9606 GN=SLC25A4 PE=1 SV=4	52C.2	587.4	1215.1	753.9	654.2	2285.8	691.5	2660.7	777.6	516.1	1082.2	4	24	14
O43488	Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3	52C.2	759.9	617.3	780	861.2	659.4	888.6	615.5	980.8	879.1	796.6	12	21	12
O00170	AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=3	52C.2	70.5	79.1	66	68.9	96.1	81.2	121.2	82.3	76.6	666.3	4	5	4
P11766	Alcohol dehydrogenase class-3 OS=Homo sapiens OX=9606 GN=ADH5 PE=1 SV=4	52C.2	4050.7	3224.1	4432.3	4457.6	3411.1	4187.7	2958.7	4520.3	4636.5	3420.8	12	60	17
P05091	Aldehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH2 PE=1 SV=2	52C.2	2762.4	2066.2	2597.5	2850.6	2179.6	2555.4	2065.8	3062.4	3348.4	2452.1	17	53	20
P14550	Aldo-keto reductase family 1 member A1 OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3	52C.2	1012.3	916.2	1050.9	1163.6	1009.7	1158.8	995.2	1293.4	1097.2	1771.4	17	32	15
O00116	Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1	52C.2	199.3	263.5	161.5	166.9	284.3	146.7	330.4	163.9	143.9	656.2	7	8	5
P12814	Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2	52C.2	4759	4172	5667.3	5421	4305.6	5585.8	3890.6	5512.7	5700.9	4289.1	28	228	43
O43707	Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2	52C.2	21632.7	17850.4	24519.1	22379.1	18533.3	22288.2	16529.9	24238.2	21947.4	16782.6	40	440	85
P06280	Alpha-galactosidase A OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1	52C.2	717.6	611.8	805.3	775.2	630.3	808.6	561.8	792.8	816.6	608.7	8	13	7
P17050	Alpha-N-acetylgalactosaminidase OS=Homo sapiens OX=9606 GN=NAGA PE=1 SV=2	52C.2	559.4	452.1	558.3	600.3	445.4	596.6	412.5	608.5	630.6	437.7	6	11	6
O75179	Ankyrin repeat domain-containing protein 17 OS=Homo sapiens OX=9606 GN=ANKRD17 PE=1 SV=3	52C.2	378.7	431.6	453.3	396.4	477.7	456.5	551.6	433.2	486.7	3427.6	13	20	15
P04083	Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2	52C.2	623.9	830.1	579.9	526.9	1045.9	567.7	1385.2	636.1	632.9	7721.4	14	32	16
P07355	Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2	52C.2	2298.4	2633.1	2898.2	3248.4	3066.3	2677.9	3096.4	3500.6	3130	3694.4	20	68	25
P08758	Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2	52C.2	580.3	771.5	529.5	527.1	952.7	548.1	1212.1	542.1	579.7	5409.3	16	23	15
P08133	Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	52C.2	858.1	1235.7	871.9	857.6	1521.4	868.1	1529.7	843	1002.7	1896.3	18	23	16
P20073	Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3	52C.2	207.1	235.4	220	238.6	328.4	215.7	439.1	221	248.1	1886.1	8	17	7
O95782	AP-2 complex subunit alpha-1 OS=Homo sapiens OX=9606 GN=AP2A1 PE=1 SV=3	52C.2	1907.9	2085.5	2239.7	1930.7	2375.8	2227.5	2621.3	2191.4	2768.2	4027.9	23	53	32
O00203	AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3	52C.2	438.6	497.7	454	456.3	584.4	465	650.9	468.5	495.4	3250.6	18	20	12
P02654	Apolipoprotein C-I OS=Homo sapiens OX=9606 GN=APOC1 PE=1 SV=1	52C.2	92.6	123	116.8	110.3	178.3	161	145.9	126	139.9	146.8	2	3	2
P02649	Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1	52C.2	592.5	830.9	539.3	468.2	907.8	586.4	906.4	451.4	562.4	832.1	9	24	14
O95831	Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens OX=9606 GN=AIFM1 PE=1 SV=1	52C.2	3720.7	3051.9	3545.2	3574.4	3209.7	3100.9	2820.8	3510.5	2733.2	2167.9	20	60	24
P04424	Argininosuccinate lyase OS=Homo sapiens OX=9606 GN=ASL PE=1 SV=4	52C.2	740.2	636.7	788.5	918.1	673.2	831.5	604.2	870.7	894.3	585.6	12	20	9
P08243	Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=ASNS PE=1 SV=4	52C.2	3970.2	3106.6	3946.2	4534.1	3780.5	4788.5	3767.7	5309.8	5186.6	5970.8	27	92	36
O43776	Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1	52C.2	3821.4	2433.3	3260.7	3564.6	2381.4	3569.3	2476.5	4254.6	4107	3976.1	22	75	27
P17174	Aspartate aminotransferase, cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1 PE=1 SV=3	52C.2	4385.9	3571.4	4718.5	4874.5	3480.4	4574.7	3275	4847.5	5140.6	3075.9	21	70	25
P14868	Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2	52C.2	3856.1	3322.2	4309.9	4095.7	3620.7	4043.8	3510.3	4276.6	4478.6	8516.8	29	78	34
O14497	AT-rich interactive domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ARID1A PE=1 SV=3	52C.2	421.5	404.1	416.3	412.2	442.7	396.2	448.7	417.5	460.5	1703.8	9	14	8
P24539	ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2	52C.2	272.8	532.5	257.7	222.3	708.8	253.6	762	275.2	202.2	495.9	7	11	7
P17858	ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6	52C.2	2203.8	1742.2	2469.6	2422.4	1772.6	2512.2	1662.1	2522.3	2731.4	2010.9	19	69	17
O76031	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Homo sapiens OX=9606 GN=CLPX PE=1 SV=2	52C.2	1955.4	2174.9	2081.2	1851.7	2439.4	2217.3	2485.6	1985.6	2173.9	3043.9	24	40	24
O00148	ATP-dependent RNA helicase DDX39A OS=Homo sapiens OX=9606 GN=DDX39A PE=1 SV=2	52C.2	133.9	200.9	153.4	145.7	230	159.3	315.3	150.7	188.4	2139.3	3	46	3
O00571	ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3	52C.2	578.6	691.8	635.3	572.9	771.8	641.2	949.6	635.1	739.4	6278	15	23	13
O43143	ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2	52C.2	4805.3	4301.7	5253.6	5204.4	4404.6	5066.6	3939	5130.2	5460.3	4729.6	37	127	48
O43681	ATPase GET3 OS=Homo sapiens OX=9606 GN=GET3 PE=1 SV=2	52C.2	878.7	751.6	876	853.1	741.1	849.6	684.2	882.9	939.3	951.8	10	17	9
O14965	Aurora kinase A OS=Homo sapiens OX=9606 GN=AURKA PE=1 SV=3	52C.2	243	348.3	717.3	334.9	391.2	703.4	513.6	350.1	692.9	847.5	7	9	7
O95999	B-cell lymphoma/leukemia 10 OS=Homo sapiens OX=9606 GN=BCL10 PE=1 SV=1	52C.2	45.1	45.4	51	45.8	51.6	49.9	54.4	55.1	55.5	145.5	4	4	2
O95816	BAG family molecular chaperone regulator 2 OS=Homo sapiens OX=9606 GN=BAG2 PE=1 SV=1	52C.2	721.1	742.5	798.5	729.3	693.9	721.1	729.3	731.1	766.6	1549	9	22	10
O95429	BAG family molecular chaperone regulator 4 OS=Homo sapiens OX=9606 GN=BAG4 PE=1 SV=1	52C.2	359.5	336.6	368	344.5	343.9	333.2	314.5	355.6	339.5	391.5	7	12	8
O43491	Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1	52C.2	3809.5	3886.8	4061.6	4413.4	5038	4198.4	4998.1	4783.9	4739.9	6013.9	6	88	41
O75531	Barrier-to-autointegration factor OS=Homo sapiens OX=9606 GN=BANF1 PE=1 SV=1	52C.2	445.4	427.3	494.3	365.9	426.9	573.3	335.8	596.1	333.3	425.4	5	8	6
P25098	Beta-adrenergic receptor kinase 1 OS=Homo sapiens OX=9606 GN=GRK2 PE=1 SV=2	52C.2	528.3	463.3	561.5	545.2	451.1	614.7	483.3	660.9	635.8	1136.8	13	17	10
P16278	Beta-galactosidase OS=Homo sapiens OX=9606 GN=GLB1 PE=1 SV=2	52C.2	1194.4	928.9	1148.1	1272.5	949.1	1162.3	952.7	1282.3	1322	1036.8	12	30	13
P06865	Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2	52C.2	1409.2	1118.6	1467.8	1426.1	1115	1366.3	1039.5	1472.2	1466.5	1138.2	14	36	15
P07686	Beta-hexosaminidase subunit beta OS=Homo sapiens OX=9606 GN=HEXB PE=1 SV=4	52C.2	2072.4	1454.1	1987.8	2122.8	1474.9	1892.2	1262	2115.8	1919.4	1383.6	18	38	19
O00462	Beta-mannosidase OS=Homo sapiens OX=9606 GN=MANBA PE=1 SV=3	52C.2	1531.7	1189.1	1563.6	1501	1199.7	1448	1094.8	1464.8	1461.4	1302.5	15	30	16
P07814	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS1 PE=1 SV=5	52C.2	1617.4	1833.1	1586.3	1556.1	2087.1	1590.4	2948.1	1676.9	1816.9	24955.8	39	69	41
P13995	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD2 PE=1 SV=2	52C.2	957.7	959.2	1146.8	1117.2	1035.4	1199.3	979.8	1173.4	1102.2	1323	12	21	11
O15382	Branched-chain-amino-acid aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=BCAT2 PE=1 SV=2	52C.2	976.8	757.5	1164.4	1002.9	749.8	1014.6	656.3	1059.8	1143.8	714.3	10	24	12
P11274	Breakpoint cluster region protein OS=Homo sapiens OX=9606 GN=BCR PE=1 SV=2	52C.2	161.1	152.6	185.5	141.7	148.6	172.4	168.5	155.9	188.9	975.9	6	7	6
O60885	Bromodomain-containing protein 4 OS=Homo sapiens OX=9606 GN=BRD4 PE=1 SV=2	52C.2	372.4	357.5	344.3	334.8	384	330.4	458.6	363.5	348	1473.4	10	12	9
P11586	C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=4	52C.2	2972.2	3487.1	3902.1	4324.3	4336.1	4226.6	4542.3	3637.4	4094.1	13477.1	37	84	40
P05937	Calbindin OS=Homo sapiens OX=9606 GN=CALB1 PE=1 SV=2	52C.2	1659	1737.9	2637.2	1689.4	1513	2512.3	1350.2	1651.4	2427.1	1713.8	12	32	15
P04632	Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1	52C.2	1732.3	1425.8	1891.4	1821.8	1525.4	1947.7	1407.6	2002.4	2182.8	1454.9	8	39	12
P07384	Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1	52C.2	3245	2509	3554.5	3532.6	2739.9	3654.3	2326.8	3737.5	4187	2906.9	30	76	37
P17655	Calpain-2 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN2 PE=1 SV=6	52C.2	2150.8	1761	2510.1	2296.5	1702.5	2394.5	1596.7	2426.7	2695.4	1895.4	19	41	22
P20810	Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=4	52C.2	1707.6	1365.8	1722.4	1780.2	1390.6	1792.6	1315.9	1941	1961	1272.9	19	39	18
P10644	cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1	52C.2	657.1	573.9	608.5	626	631.4	602.7	627.7	639.2	598.2	1666.7	8	13	8
P13861	cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2	52C.2	842.5	804.8	803	782	807.5	746.6	825.2	798.6	798.4	1443.6	15	23	14
P0DMU9	Cancer/testis antigen family 45 member A10 OS=Homo sapiens OX=9606 GN=CT45A10 PE=1 SV=1	52C.2	718.7	797.5	634.4	591.8	905.1	663.5	909.3	708.7	705.1	791.8	8	13	8
A8MPS7	Carbohydrate deacetylase OS=Homo sapiens OX=9606 GN=YDJC PE=1 SV=1	52C.2	263.6	253.4	289.6	334.3	304.2	292.1	313.5	345.9	361.2	440	7	10	4
P23786	Carnitine O-palmitoyltransferase 2, mitochondrial OS=Homo sapiens OX=9606 GN=CPT2 PE=1 SV=2	52C.2	55.8	48.7	53.5	51.5	55.3	62.5	98.7	68.6	65.1	950.9	7	7	4
O75718	Cartilage-associated protein OS=Homo sapiens OX=9606 GN=CRTAP PE=1 SV=1	52C.2	48.7	56.3	35.7	43.2	71.6	42.5	77.3	45.1	39.1	131.1	3	3	2
P04040	Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3	52C.2	5455.7	4946.6	6396.9	5807.2	4827.6	5659.7	4296	5644.3	4958.7	4627.8	27	109	35
P21964	Catechol O-methyltransferase OS=Homo sapiens OX=9606 GN=COMT PE=1 SV=2	52C.2	916.2	1024.5	581.3	637.3	1352.6	567	1362	632.7	545.8	1862.3	8	23	9
O60716	Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1	52C.2	176.7	175.4	174.4	156.5	189.4	182.9	226.5	181.4	188.4	1774.9	11	11	8
P07858	Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3	52C.2	909.2	591.1	755.7	811	561.9	710.1	551.6	729.3	717.8	603.8	9	17	9
P25774	Cathepsin S OS=Homo sapiens OX=9606 GN=CTSS PE=1 SV=3	52C.2	706.5	434.1	569.8	666.1	479	573.4	413.6	642.9	600.1	469.4	5	7	3
P20645	Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=1	52C.2	533.1	877.1	369	370.4	1142.4	334.6	1173.3	408.9	331.7	703.8	7	16	9
O95810	Caveolae-associated protein 2 OS=Homo sapiens OX=9606 GN=CAVIN2 PE=1 SV=3	52C.2	931.8	916.4	857.5	1071.5	1098.7	977.5	1026.1	1096.5	1046.9	1324.1	11	23	13
A5YKK6	CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2	52C.2	751.1	782.4	911	751.6	899.3	831.2	1044.6	793.5	909.5	5672.6	28	33	23
O75175	CCR4-NOT transcription complex subunit 3 OS=Homo sapiens OX=9606 GN=CNOT3 PE=1 SV=1	52C.2	781.7	697.6	751.4	779.8	687.3	790.3	686.9	838.7	792.5	1336.3	9	16	9
O95400	CD2 antigen cytoplasmic tail-binding protein 2 OS=Homo sapiens OX=9606 GN=CD2BP2 PE=1 SV=1	52C.2	217.7	196.6	197.3	216.8	199.3	205.3	212.7	213.3	209.9	365.1	5	6	5
O60671	Cell cycle checkpoint protein RAD1 OS=Homo sapiens OX=9606 GN=RAD1 PE=1 SV=1	52C.2	244.9	223.6	238.7	265.2	209.3	263.9	212.1	267.2	255.4	302.9	6	6	5
O75794	Cell division cycle protein 123 homolog OS=Homo sapiens OX=9606 GN=CDC123 PE=1 SV=1	52C.2	490.1	551.8	513.9	480.9	589.5	536.7	673	498.3	562.6	1580.5	6	10	6
O43264	Centromere/kinetochore protein zw10 homolog OS=Homo sapiens OX=9606 GN=ZW10 PE=1 SV=3	52C.2	98.1	135.9	112.2	108.2	170.6	109.1	219.6	92	107.3	794.3	3	3	3
O95684	Centrosomal protein 43 OS=Homo sapiens OX=9606 GN=CEP43 PE=1 SV=1	52C.2	779.4	913.1	794.8	751.3	788.9	770.6	754.7	761.7	777.7	1225	5	19	8
O60921	Checkpoint protein HUS1 OS=Homo sapiens OX=9606 GN=HUS1 PE=1 SV=1	52C.2	218.7	228.4	219.3	214.3	238.6	219.6	219.6	220.4	231.8	253	4	6	3
O95239	Chromosome-associated kinesin KIF4A OS=Homo sapiens OX=9606 GN=KIF4A PE=1 SV=3	52C.2	401.3	435.9	401	383.2	453.2	395.8	637.9	401.2	516.7	4800	17	17	17
O75390	Citrate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2	52C.2	2552.7	2142.6	2753.4	3074.3	2301.6	2776.9	2132.2	2804	2801.6	4850.9	14	58	18
O43809	Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1	52C.2	1756.7	1561.2	1928.8	1722.1	1525.9	1638.9	1478.7	1680	1574.1	1969.6	10	26	11
O75153	Clustered mitochondria protein homolog OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2	52C.2	646.9	744.3	751.2	693.4	806.7	773.6	931.4	742	811.6	4874.6	27	30	19
O14579	Coatomer subunit epsilon OS=Homo sapiens OX=9606 GN=COPE PE=1 SV=3	52C.2	185	161.6	222.5	247.4	192.5	257.1	182.5	231.7	286.4	557.3	5	8	5
O75131	Copine-3 OS=Homo sapiens OX=9606 GN=CPNE3 PE=1 SV=1	52C.2	339.1	396	406	418.2	444.2	443.4	480.2	432.8	468.7	1799.7	11	17	10
O00244	Copper transport protein ATOX1 OS=Homo sapiens OX=9606 GN=ATOX1 PE=1 SV=1	52C.2	578.4	503.5	731	687.1	571.2	721.6	526.5	709.8	785.1	544	4	18	6
P12277	Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1	52C.2	3041.7	2940.7	3310.1	3032.2	3112.1	3380.1	3629.8	3632.7	3873	8774.1	17	71	26
P12532	Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1B PE=1 SV=1	52C.2	788.6	796.6	1093.1	886.7	938.4	1111.9	933.7	877.7	1161.8	1394.9	11	23	11
P17812	CTP synthase 1 OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=2	52C.2	2761.3	2102.3	2843.2	2650.8	2204.4	2730.8	2232.9	3020	3109.8	4901.2	19	48	23
P15336	Cyclic AMP-dependent transcription factor ATF-2 OS=Homo sapiens OX=9606 GN=ATF2 PE=1 SV=4	52C.2	503.6	492.6	428.6	476.6	501.1	479.7	408.9	502.3	386.6	419.2	4	11	4
P20248	Cyclin-A2 OS=Homo sapiens OX=9606 GN=CCNA2 PE=1 SV=2	52C.2	205	335.2	600.6	308.2	412	591.9	412.9	345.8	567.2	480.8	10	18	8
P06493	Cyclin-dependent kinase 1 OS=Homo sapiens OX=9606 GN=CDK1 PE=1 SV=3	52C.2	998.2	1577.6	3061.1	1405.5	1818.5	2958	1955.6	1615.3	3158.1	5710.6	12	43	16
P21127	Cyclin-dependent kinase 11B OS=Homo sapiens OX=9606 GN=CDK11B PE=1 SV=4	52C.2	320	352.5	299.8	286.3	440.2	318.3	586.6	310.1	331	1912.5	7	7	6
P24941	Cyclin-dependent kinase 2 OS=Homo sapiens OX=9606 GN=CDK2 PE=1 SV=2	52C.2	745.8	750.9	963.6	809.8	838.4	871.2	811.4	819.4	948.8	982.2	8	24	8
P11802	Cyclin-dependent kinase 4 OS=Homo sapiens OX=9606 GN=CDK4 PE=1 SV=2	52C.2	280.4	204.9	239.4	259.1	212.2	227.1	228.2	247.7	267.3	1253.4	5	6	3
O14976	Cyclin-G-associated kinase OS=Homo sapiens OX=9606 GN=GAK PE=1 SV=2	52C.2	76.5	69.4	86	74.2	74.2	79.5	77.2	79.4	74.6	354.6	1	1	1
O75909	Cyclin-K OS=Homo sapiens OX=9606 GN=CCNK PE=1 SV=2	52C.2	447.8	384.6	480.1	457.5	395.4	459.9	354.5	480.5	497.8	401.2	12	15	8
P04080	Cystatin-B OS=Homo sapiens OX=9606 GN=CSTB PE=1 SV=2	52C.2	1560.7	1179.9	1675.9	1575.7	1242.1	1484.9	1050.9	1518.5	1582.1	1382.5	4	45	4
P01034	Cystatin-C OS=Homo sapiens OX=9606 GN=CST3 PE=1 SV=1	52C.2	264.3	241.5	312	305.5	235.8	295	202.7	280.9	262.3	247.2	3	4	3
P21291	Cysteine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=CSRP1 PE=1 SV=3	52C.2	265.7	227.8	306.2	316.2	233.7	324.7	210	336	346.2	234.5	6	13	6
P22695	Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3	52C.2	520.7	919.8	464.2	456.4	1301	474.4	1478.3	510.6	421.9	843.8	13	21	14
P07919	Cytochrome b-c1 complex subunit 6, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRH PE=1 SV=2	52C.2	429.2	379.2	516.1	464.1	471.1	385.5	379.5	414.6	385.2	260.9	5	9	4
P20674	Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2	52C.2	917.5	1079.1	1104.5	925.9	1169.4	929.3	1095.2	985.3	1072.9	1144.3	6	19	10
P10606	Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens OX=9606 GN=COX5B PE=1 SV=2	52C.2	215.7	240.6	225.4	197.9	250.5	175.4	232.3	204.3	174.9	214	4	7	4
P14854	Cytochrome c oxidase subunit 6B1 OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=2	52C.2	425.6	416.4	439.9	430.7	458.1	427.4	453.8	405.6	390.4	518.3	5	12	5
P08574	Cytochrome c1, heme protein, mitochondrial OS=Homo sapiens OX=9606 GN=CYC1 PE=1 SV=3	52C.2	261.4	426.4	262.3	244.3	550	211.4	549.6	249.3	213.9	407.6	6	7	6
P21399	Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3	52C.2	1781.1	1578.5	2092.3	2204.9	1614.4	2208.5	1438.3	2257	2230.9	2036.2	26	38	25
P16333	Cytoplasmic protein NCK1 OS=Homo sapiens OX=9606 GN=NCK1 PE=1 SV=1	52C.2	36.3	47.4	41.9	43.6	46.4	33.9	50.1	32.1	41.5	349.3	3	3	2
A6NHX0	Cytosolic arginine sensor for mTORC1 subunit 2 OS=Homo sapiens OX=9606 GN=CASTOR2 PE=1 SV=3	52C.2	145.2	115.8	151	147	133.4	170.6	110.6	150.5	144.5	129.2	4	8	3
O43175	D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=4	52C.2	3005.3	2140.9	2925.6	4255	3048.5	4018.5	3330.3	4875.7	4560	3637.5	20	65	22
P0CG12	Decreased expression in renal and prostate cancer protein OS=Homo sapiens OX=9606 GN=DERPC PE=1 SV=1	52C.2	462	364.6	463.6	495.9	365	453.4	318.9	490.9	440.4	476.7	6	11	7
P00374	Dihydrofolate reductase OS=Homo sapiens OX=9606 GN=DHFR PE=1 SV=2	52C.2	210.5	235.5	230.2	216.1	248.4	244.7	315.3	226.5	253.3	2052.8	6	10	5
P09622	Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2	52C.2	4843.9	3909.5	5653.1	5213.5	3433	5402.1	2975	5418	5793.5	3111.3	20	86	27
P10515	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLAT PE=1 SV=3	52C.2	3992.2	3649.8	4925.6	5026.9	4243.1	4945.3	3774.4	5144.8	5434.6	3816.7	20	92	28
P09417	Dihydropteridine reductase OS=Homo sapiens OX=9606 GN=QDPR PE=1 SV=2	52C.2	1542.6	1296.7	1717.8	1775.1	1384.2	1729.8	1253.5	1876.4	1947.3	1299.6	10	22	11
O95989	Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Homo sapiens OX=9606 GN=NUDT3 PE=1 SV=1	52C.2	701.3	565.8	761.1	807.7	627.7	806.6	548.5	814.2	855.6	632.2	5	19	7
O00273	DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1	52C.2	1385.9	1198.6	1573.4	1493.5	1192	1558.4	1058.7	1645.9	1545.3	1193.8	7	36	16
P18858	DNA ligase 1 OS=Homo sapiens OX=9606 GN=LIG1 PE=1 SV=1	52C.2	378.8	408.3	439.6	381.9	463.6	431.4	611.1	448.4	501.8	3639.2	2	19	11
